objective,train_acc,test_acc,train_auc,test_auc,n_iter,n_trees
2101.0,0.9357798165137615,0.7857142857142857,0.9058441558441559,0.7130434782608697,1,1
2101.0,0.9357798165137615,0.7857142857142857,0.9058441558441559,0.7130434782608697,2,1
2101.0,0.9357798165137615,0.7857142857142857,0.9058441558441559,0.7130434782608697,3,1
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,4,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,5,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,6,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,7,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,8,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,9,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,10,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,11,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,12,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,13,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,14,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,15,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,16,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,17,4
4.999999999999999,1.0,0.8571428571428571,1.0,0.817391304347826,18,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,19,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,20,4
5.0,1.0,0.8571428571428571,1.0,0.817391304347826,21,7
4.999999999999999,1.0,0.8571428571428571,1.0,0.817391304347826,22,4
5.0,1.0,0.8571428571428571,1.0,0.808695652173913,23,12
4.518518518518517,1.0,0.8214285714285714,1.0,0.8347826086956521,24,15
4.159420289855073,1.0,0.8214285714285714,1.0,0.8347826086956522,25,15
4.001422475106685,1.0,0.8214285714285714,1.0,0.8260869565217392,26,19
3.877637130801688,1.0,0.8214285714285714,1.0,0.808695652173913,27,19
3.782022471910112,1.0,0.8214285714285714,1.0,0.8,28,20
3.6923076923076916,1.0,0.8214285714285714,1.0,0.8086956521739129,29,18
3.5090180360721432,1.0,0.8214285714285714,1.0,0.826086956521739,30,20
3.3845479452054796,1.0,0.8214285714285714,1.0,0.8347826086956522,31,21
3.2814371257485018,1.0,0.8214285714285714,1.0,0.8521739130434782,32,20
3.1971261787157625,1.0,0.8214285714285714,1.0,0.8521739130434782,33,23
3.0862068965517246,1.0,0.8214285714285714,1.0,0.8521739130434782,34,20
3.0661881977671452,1.0,0.8214285714285714,1.0,0.8521739130434782,35,22
3.0054200542005423,1.0,0.8214285714285714,1.0,0.8695652173913043,36,22
2.9504988985357006,1.0,0.8214285714285714,1.0,0.8521739130434782,37,21
2.911285946825828,1.0,0.8214285714285714,1.0,0.8608695652173912,38,22
2.8802137890003983,1.0,0.8214285714285714,1.0,0.8434782608695652,39,26
2.86010583297853,1.0,0.8214285714285714,1.0,0.8521739130434782,40,25
2.826435916729369,1.0,0.8214285714285714,1.0,0.8521739130434782,41,26
2.794775365584547,1.0,0.8214285714285714,1.0,0.8521739130434782,42,26
2.7589495110403117,1.0,0.8214285714285714,1.0,0.8695652173913042,43,25
2.6878612716763,1.0,0.8214285714285714,1.0,0.8782608695652173,44,25
2.6575729068673573,1.0,0.8214285714285714,1.0,0.8782608695652173,45,23
2.6015936254980074,1.0,0.8214285714285714,1.0,0.8347826086956522,46,22
2.546770490166717,1.0,0.7857142857142857,1.0,0.8608695652173912,47,24
2.5314437441192013,1.0,0.7857142857142857,1.0,0.8521739130434783,48,27
2.4747328479994013,1.0,0.7857142857142857,1.0,0.8434782608695652,49,26
2.4604402590266035,1.0,0.7857142857142857,1.0,0.8347826086956522,50,25
2.430676892617902,1.0,0.7857142857142857,1.0,0.8347826086956522,51,27
2.417583534706995,1.0,0.7857142857142857,1.0,0.8347826086956522,52,28
2.409250942359257,1.0,0.7857142857142857,1.0,0.8347826086956522,53,30
2.3998134323212232,1.0,0.7857142857142857,1.0,0.8347826086956522,54,30
2.3916822744054866,1.0,0.7857142857142857,1.0,0.8260869565217392,55,32
2.374178423466922,1.0,0.7857142857142857,1.0,0.8347826086956521,56,28
2.3568242082891935,1.0,0.7857142857142857,1.0,0.8434782608695651,57,30
2.3420620939720833,1.0,0.7857142857142857,1.0,0.8434782608695651,58,31
2.3247442418002566,1.0,0.75,1.0,0.8434782608695652,59,31
2.2958104797340995,1.0,0.7857142857142857,1.0,0.8434782608695652,60,32
2.2873534530976003,1.0,0.7857142857142857,1.0,0.8434782608695652,61,30
2.2807813698254327,1.0,0.7857142857142857,1.0,0.8434782608695652,62,33
2.2740931143902907,1.0,0.7857142857142857,1.0,0.8695652173913044,63,34
2.261759621711655,1.0,0.7857142857142857,1.0,0.8608695652173912,64,35
2.245435178512695,1.0,0.7857142857142857,1.0,0.8608695652173912,65,33
2.2350559641237893,1.0,0.7857142857142857,1.0,0.8695652173913044,66,34
2.2294144502691724,1.0,0.7857142857142857,1.0,0.8782608695652174,67,36
2.208284176739439,1.0,0.8214285714285714,1.0,0.8695652173913044,68,36
2.1863764121486655,1.0,0.7857142857142857,1.0,0.8521739130434782,69,34
2.1742178862882255,1.0,0.7857142857142857,1.0,0.8521739130434782,70,34
2.1655728112506583,1.0,0.7857142857142857,1.0,0.8521739130434782,71,36
2.154939993102955,1.0,0.7857142857142857,1.0,0.8521739130434782,72,37
2.1478108832653917,1.0,0.7857142857142857,1.0,0.8521739130434782,73,38
2.1206665537484244,1.0,0.8214285714285714,1.0,0.8521739130434782,74,34
2.1139459745495097,1.0,0.7857142857142857,1.0,0.8521739130434782,75,35
2.0954375539643015,1.0,0.7857142857142857,1.0,0.8608695652173912,76,37
2.088743978106497,1.0,0.7857142857142857,1.0,0.8608695652173912,77,35
2.0808873182353587,1.0,0.7857142857142857,1.0,0.8695652173913044,78,33
2.071825494535162,1.0,0.7857142857142857,1.0,0.8608695652173912,79,35
2.065279393080082,1.0,0.7857142857142857,1.0,0.8695652173913044,80,35
2.058106149611586,1.0,0.7857142857142857,1.0,0.8608695652173912,81,38
2.044863423127333,1.0,0.7857142857142857,1.0,0.8608695652173912,82,37
2.03838962366198,1.0,0.7857142857142857,1.0,0.8434782608695652,83,40
2.0335255772806407,1.0,0.7857142857142857,1.0,0.8521739130434782,84,41
2.025579342951765,1.0,0.7857142857142857,1.0,0.817391304347826,85,40
2.021104657593016,1.0,0.7857142857142857,1.0,0.808695652173913,86,40
2.013217660926445,1.0,0.7857142857142857,1.0,0.8260869565217391,87,39
2.010109203241978,1.0,0.7857142857142857,1.0,0.817391304347826,88,39
2.003047604088685,1.0,0.7857142857142857,1.0,0.8173913043478261,89,37
1.9971897524949174,1.0,0.75,1.0,0.8260869565217391,90,42
1.9931062945786369,1.0,0.75,1.0,0.817391304347826,91,37
1.9889683840332621,1.0,0.75,1.0,0.817391304347826,92,39
1.9826197301428254,1.0,0.75,1.0,0.8434782608695652,93,40
1.9744450062639436,1.0,0.75,1.0,0.8434782608695652,94,40
1.9684410305732176,1.0,0.75,1.0,0.8434782608695652,95,42
1.959862801972348,1.0,0.75,1.0,0.8521739130434782,96,40
1.9550591539706086,1.0,0.75,1.0,0.8521739130434782,97,42
1.952480364947017,1.0,0.75,1.0,0.8521739130434782,98,43
1.9500949352291488,1.0,0.75,1.0,0.8521739130434782,99,42
1.9496123446834936,1.0,0.75,1.0,0.8521739130434782,100,41
1.947891570474411,1.0,0.75,1.0,0.8521739130434782,101,41
1.9462271358455476,1.0,0.75,1.0,0.8521739130434782,102,42
1.9443262454582941,1.0,0.75,1.0,0.8521739130434782,103,45
1.937228836947395,1.0,0.7857142857142857,1.0,0.8608695652173913,104,44
1.9336427928230069,1.0,0.7857142857142857,1.0,0.8608695652173913,105,41
